source,target,label,context,is_trigger,is_dense,has_amend,density,doc_id
COBS 11.3.10A,COBS 11.3.7AR,1," allocate the transaction for own account proportionally, in accordance with its order allocation policy referred to in COBS 11.3.7AR(3) .",1,0,0,1,COBS_0437
COBS 11.4.3A,COBS 11.4.1R,1,traded on a trading venue which have not been immediately executed under prevailing market conditions as referred to in COBS 11.4.1R is considered available to the public when the investment firm has submitted the order for execution to a regulated mar,1,0,0,1,COBS_0445
COBS 11.4.5,COBS 11.5A.2R,1, to client orders and decisions to deal COBS 11.5A.4 23/10/2025 R The minimum details to be recorded in accordance with COBS 11.5A.2R are as follows: 1. Name and designation of the client 2. Name and designation of any relevant person acting on behalf o,1,0,0,2,COBS_0447
COBS 11.4.5,COBS 11.5A.3R,1,on to transactions and order processing COBS 11.5A.5 23/10/2025 R The minimum details to be recorded in accordance with COBS 11.5A.3R are as follows: 1. Name and designation of the client 2. Name and designation of any relevant person acting on behalf o,1,0,0,2,COBS_0447
COBS 12.2.21B,COBS 2.3A,1, providing investment research from any third party should only be acceptable when they are provided in accordance with COBS 2.3A .,1,0,0,2,COBS_0466
COBS 13.1.3,COBS 13.4.1AR,1,es document ; (i) the information from the key features illustration ; and (ii) the summary key information required by COBS 13.4.1AR ; or (d) [deleted] (e) for an interest in an investment trust savings scheme . (4) [deleted] COBS 13.2 Product informat,1,0,0,2,COBS_0480
COBS 14.1.1,COBS 14.2.1R,1,ective information ). (3) A firm that sells a life policy that is also a PRIIP must provide the information required by COBS 14.2.1R(2) . Some or all of this information may be included in a key information document if this is required to be provided b,1,0,0,1,COBS_0509
COBS 14.2.1,COBS 6.1ZA,1,kes a personal recommendation ; and (iv) irrespective of whether the policy is offered as part of a package pursuant to COBS 6.1ZA.16AR to COBS 6.1ZA.16ER ; (c) the information in (b) must be provided prior to the conclusion of the life policy and in,1,0,0,3,COBS_0510
COBS 14.2.1,COBS 7.4,1,"ZA.16ER ; (c) the information in (b) must be provided prior to the conclusion of the life policy and in accordance with COBS 7.4 , rather than in accordance with the other rules in this section; (3) the variation of a life policy or personal pensio",1,0,0,3,COBS_0510
COBS 14.2.1,COBS 13.3.1R,1," retail client : (a) a copy of the scheme s NURS-KII document and (unless already provided) the information required by COBS 13.3.1R (2) (General requirements); and (b) if that client is present in the United Kingdom , enough information for the client",1,0,0,1,COBS_0510
COBS 14.2.1,COBS 14.2.1R,1," ] COBS 14.2.1-A 01/02/2021 G If a retail client is invested in a pathway investment and makes a request falling within COBS 14.2.1R(3B) or (3E) , but which is clearly incompatible with the investment pathway option selected by the client under COBS 19",1,1,0,5,COBS_0510
COBS 14.3.7B,COBS 18.12,1, any other information that an operator of an electronic system in relation to lending must disclose in accordance with COBS 18.12 .,1,0,0,1,COBS_0541
COBS 16.6.7A,COBS 19.10.10R,1,"ed a personal recommendation in relation to how to invest the sums or assets in their drawdown fund, in accordance with COBS 19.10.10R (4) ; Income withdrawals - annual statements",1,0,0,1,COBS_0609
COBS 16.6.9,COBS 16.6.8AR,1," client to review the decision if it contains at least one of the following (in addition to the information required by COBS 16.6.8AR and COBS 16.6.10R , as relevant): (1) the information required by COBS 13 Annex 2 2.9R (Additional requirements: drawdo",1,0,0,3,COBS_0613
COBS 18.2.1,COBS 16.2.1,1, Life insurance contracts - communications to clients 16 Annex 1 R (1) 14 Information to be provided in accordance with COBS 16.2.1 R and 16.3,1,0,0,1,COBS_0632
COBS 18.3.1,COBS 16.2.1,1, Life insurance contracts - communications to clients 16 Annex 1 R (1) 14 Information to be provided in accordance with COBS 16.2.1 R and 16.3,1,0,0,2,COBS_0641
COBS 18.4.1,COBS 16.2.1,1, Life insurance contracts - communications to clients 16 Annex 1 R (1) 14 Information to be provided in accordance with COBS 16.2.1 R and 16.3,1,0,0,2,COBS_0646
COBS 18.5.2,COBS 18.5.3CR,1,uthorised UK AIFMs) Applies 18 Annex 1 (Research and inducements for collective portfolio managers) Applies (subject to COBS 18.5.3CR ) 18 Annex 2 (Record keeping: client orders and transactions) Applies COBS 18.5.2-B 03/01/2018 G (1) For activities whi,1,0,0,3,COBS_0650
COBS 18.5.18,COBS 18.5A.2R,1,"e fund . COBS 18.5A Full-scope UK AIFMs and incoming EEA AIFM branches Application COBS 18.5A.1 01/01/2021 R Subject to COBS 18.5A.2R , this section applies to a firm which is: (1) a full-scope UK AIFM of: (a) a UK AIF ; and (b) [deleted] (c) (c) a non-",1,1,0,5,COBS_0672
COBS 18.5.18,COBS 18.5A.7R,1,"s modified by COBS 18.5A.2R 18 Annex 1 (Research and inducements for collective portfolio managers) Applies (subject to COBS 18.5A.7R ) COBS 18.5A.4 03/01/2018 G (1) For activities that are not AIFM investment management functions , the COBS rules apply",1,1,1,4,COBS_0672
COBS 18.6.5,COBS 18.6A.3R,1,and activities directly arising from insurance risk transformation COBS 18.6A.2 13/12/2017 R COBS 3 applies (subject to COBS 18.6A.3R ) when a firm is carrying on insurance risk transformation and/or activities directly arising from insurance risk trans,1,1,0,4,COBS_0677
COBS 18.7.1,COBS 2.3B,1, does not fall within the scope of COBS 18.8A.5R . Inducements and research COBS 18.8A.9 02/04/2018 R The provisions in COBS 2.3B (Inducements and research) apply to an OPS firm with the following modifications: (1) COBS 2.3B.1R does not apply; (2) ,1,1,0,7,COBS_0678
COBS 18.7.1,COBS 18.8A.18R,1,"S 16.2.6R(1) only if it provides a periodic statement to the professional client containing the information required by COBS 18.8A.18R(3) . . (3) Where an OPS firm carries on OPS activity and is obliged to provide a periodic statement , the periodic stat",1,0,0,3,COBS_0678
COBS 18.12.10,COBS 18.12.5R,1," and procedures in (1); and (b) the firm s compliance with those policies and procedures and with its obligations under COBS 18.12.5R to 18.12.8R ; (4) following the review in (3), take appropriate measures to address any deficiencies in the policies an",1,0,0,1,COBS_0697
COBS 18.12.15,COBS 18.12.12R,1,"sses and the variability of losses through the cycle, and the price of such agreements as calculated in accordance with COBS 18.12.12R .",1,0,0,1,COBS_0702
COBS 18.12.29,COBS 18.12.24R,1,(1) The information to be provided in accordance with COBS 18.12.24R to 18.12.25R and 18.12.27R to 18.12.28R must be provided in good time before a firm carries on the relevant business fo,1,0,0,2,COBS_0716
COBS 18.12.29,COBS 18.12.26R,1,"time before a firm carries on the relevant business for a lender. (2) The information to be provided in accordance with COBS 18.12.26R must be provided each time before a firm facilitates a person becoming a lender under a P2P agreement , and in good tim",1,0,0,3,COBS_0716
COBS 18.12.40,COBS 18.5.2R,1,"lication 1.1 G This section applies to: (1) a small authorised UK AIFM and a residual CIS operator , in accordance with COBS 18.5.2R ; (2) a full-scope UK AIFM , in accordance with COBS 18.5A.3R ; (3) a UCITS management company , in accordance with COB",1,1,0,5,COBS_0727
COBS 18.12.40,COBS 18.5A.3R,1,"d UK AIFM and a residual CIS operator , in accordance with COBS 18.5.2R ; (2) a full-scope UK AIFM , in accordance with COBS 18.5A.3R ; (3) a UCITS management company , in accordance with COBS 18.5B.2R . 1.2 G In accordance with COBS 18.5.3CR and COBS 1",1,1,0,5,COBS_0727
COBS 18.12.40,COBS 18.5B.2R,1,".2R ; (2) a full-scope UK AIFM , in accordance with COBS 18.5A.3R ; (3) a UCITS management company , in accordance with COBS 18.5B.2R . 1.2 G In accordance with COBS 18.5.3CR and COBS 18.5A.7R , this section does not apply in relation to an AIF or CIS w",1,1,0,5,COBS_0727
COBS 18.12.40,COBS 18.5.3CR,1,"dance with COBS 18.5A.3R ; (3) a UCITS management company , in accordance with COBS 18.5B.2R . 1.2 G In accordance with COBS 18.5.3CR and COBS 18.5A.7R , this section does not apply in relation to an AIF or CIS which in accordance with its core investme",1,1,0,5,COBS_0727
COBS 18.12.40,COBS 18.5.11R,1,"eriodic reporting statements provided to participants in an unregulated collective investment scheme in accordance with COBS 18.5.11R for a small authorised UK AIFM or a residual CIS operator ; or (2) the annual reports provided on request to investors,",1,0,0,1,COBS_0727
COBS 18.12.40,COBS 2.3B.25R,1,"16R   is to be construed as a reference to COBS 18 Annex 1 2.1R ; and (c) in COBS 2.3B.3R(3) , after the reference to   COBS 2.3B.25R to COBS 2.3B.33G   insert  (as applied and modified by COBS 18 Annex 1 ) and the related rules in COLL  ; (2) in COBS 2",1,1,1,7,COBS_0727
COBS 18.12.40,COBS 18.5.3R,1," the firm is a fund that is a body corporate where the firm is the sole director of the fund . 4.6 G In accordance with COBS 18.5.3R(1) , COBS 18.5A.5R and COBS 18.5B.4R(1) , references to client are to be construed as references to any fund in respect",1,1,0,4,COBS_0727
COBS 18.12.40,COBS 18.5.5R,1,ish to publish the information in paragraph 4.8 with the information to be made available about AIFs in accordance with COBS 18.5.5R (Scheme documents for an unauthorised fund ). (3) The authorised fund manager of an authorised fund is required to publ,1,0,0,1,COBS_0727
COBS 19.1.7D,COBS 19.1.7CR,1,"Where the advice referred to in COBS 19.1.7CR(1A) was abridged advice , the firm being asked to arrange the transfer or conversion should not ask the advising firm f",1,0,0,1,COBS_0741
COBS 19.1.8,COBS 9.4.2AR,1,If a firm provides a suitability report to a retail client in accordance with COBS 9.4.2AR it should include: (1) a summary of the advantages and disadvantages of its personal recommendation ; (2) an analysis o,1,0,0,1,COBS_0743
COBS 19.1.9A,COBS 19.1.1CR,1,"mendation , a firm seeking evidence that the client can demonstrate their understanding of the risks in accordance with COBS 19.1.1CR(5) must: (1) make a clear record of either: (a) the evidence showing that the client demonstrated that they understood ",1,0,0,1,COBS_0745
COBS 19.1.11,COBS 9.4.2AR,1,ing suitability COBS 19.1A.9 01/10/2020 G If a firm provides a suitability report to a retail client in accordance with COBS 9.4.2AR it should include (in addition to the requirements in COBS 9.4 ): (1) a summary of the advantages and disadvantages of ,1,1,0,5,COBS_0747
COBS 19.1.11,COBS 9.2.1R,1,. COBS 19.1A.11 01/10/2020 G (1) This guidance relates to a firm s obligations to assess suitability in accordance with COBS 9.2.1R to 9.2.3R . (2) A firm should start by assuming that a pension transfer or pension conversion will not be suitable. (3),1,0,0,3,COBS_0747
COBS 19.1.11,COBS 19.1B.9,1,"r a pension conversion to a retail client . Ban on contingent charging COBS 19.1B.3 01/10/2020 R Except as specified in COBS 19.1B.9(1) or (2) , a firm must ensure that both the methodology for calculating any part of, and the total value of, the firm ",1,0,0,2,COBS_0747
COBS 19.4.1,COBS 19.4.8ER,1, guidance ; (7A)  retirement risk warnings  are the warnings required to be given to a retail client in accordance with COBS 19.4.8ER(2) ; (8) 'signpost' is the requirement in COBS 19.4.16R to provide a written or oral statement encouraging a retail cli,1,0,0,3,COBS_0754
COBS 19.4.6A,COBS 19.4.5AR,1,(1) An open market options statement given in accordance with COBS 19.4.5AR(1)(a) must include: (a) a single page summary document; and (b) appropriate retirement risk warnings. (2) All other ope,1,0,0,1,COBS_0759
COBS 19.4.15,COBS 19.4.6AR,1,"entation or layout of any: (a) pension decumulation product information; or (b) information provided in accordance with COBS 19.4.6AR(2)(e) , including information accessed via hypertext links or online calculators, does not disguise, diminish or obscur",1,0,0,1,COBS_0780
COBS 19.4.16,COBS 19.4.5AR,1,; or (d) the firm is providing the client with an open market options statement or six-week reminder in accordance with COBS 19.4.5AR or COBS 19.4.9R .,1,0,0,2,COBS_0781
COBS 19.5.1A,COBS 19.5.5R,1,y investment comparators  means other pathway investments (that are not provided by the firm ) selected by an IGC under COBS 19.5.5R(2A)(e)(i) to (iii) and which: (a) are individual pathway investments ; or (b) are cohorts of similar pathway investment,1,0,0,1,COBS_0786
COBS 19.5.2,COBS 19.5.3R,1,"Firm A) must establish an IGC , unless: (1) Firm A has established a governance advisory arrangement in accordance with COBS 19.5.3R ; or (2) another firm in Firm A s group has already established an IGC under this section, and Firm A has made arrangem",1,0,0,1,COBS_0788
COBS 19.5.5A,COBS 19.5.5R,1,In the context of the IGC s assessment of ongoing value for money for relevant policyholders or pathway investors under COBS 19.5.5R(2) or COBS 19.5.5R(2A) : (a) the administration charges and transaction costs borne by relevant policyholders or pathwa,1,0,0,2,COBS_0792
COBS 19.5.6,COBS 19.5.5R,1,") The primary focus of an IGC should be the interests of relevant policyholders or pathway investors in accordance with COBS 19.5.5R(1) . If a firm asks an IGC also to consider the interests of other members or clients , the firm should provide additio",1,0,0,1,COBS_0793
COBS 19.5.13,COBS 19.5.5R,1,"The administration charges and transactions costs information referred to in COBS 19.5.5R(8) must, in relation to each relevant scheme : (1) be published by 30 September each year, in respect of the previous c",1,0,0,1,COBS_0800
COBS 19.5.15,COBS 19.5.13R,1,An example of the type of illustration referred to in COBS 19.5.13R(4) is shown below. The assumptions in the notes should reflect the actual assumptions used. Projected pension pot in to,1,0,0,1,COBS_0802
COBS 19.5.16,COBS 19.5.5R,1,"The administration charges and transaction costs information in the IGC s annual report referred to in COBS 19.5.5R(6)(g) must, in relation to each relevant scheme : (1) at a minimum, include the costs and charges for each default arra",1,0,0,1,COBS_0803
COBS 19.5.16,COBS 19.5.13R,1,"and each alternative fund option that a member is able to select, including providing a link to the website required by COBS 19.5.13R(2) ; and (3) be published alongside any information in the IGC s annual report relating to the relevant scheme s defaul",1,0,0,1,COBS_0803
COBS 19.5.17,COBS 19.5.5R,1,The annual communication referred to in COBS 19.5.5R(9) must: (1) include a brief description of the most recent transaction costs and administration charges information th,1,0,0,2,COBS_0804
COBS 19.5.17,COBS 19.5.13R,1," of the most recent transaction costs and administration charges information that has been published in accordance with COBS 19.5.13R , and an explanation of how that information is relevant to the relevant scheme member; and (2) explain how a relevant ",1,0,0,3,COBS_0804
COBS 19.5.20,COBS 19.5.5R,1,"In communicating information in compliance with COBS 19.5.5R(11) , the IGC should ensure, for example, that it is straightforward for a relevant scheme member to compare the transa",1,0,0,2,COBS_0806
COBS 19.6.7,COBS 19.6.6,1,This is the table referred to in COBS 19.6.6 R . Contribution percentage charge rate (%) Accrued rights charge rate (%) 1 or lower 0.6 Higher than 1 but no higher t,1,0,0,1,COBS_0813
COBS 19.7.7B,COBS 19.7.7R,1,"Where a retail client contacts a firm to communicate its decision (in principle) to transfer rights pursuant to COBS 19.7.7R(6) , that firm (whether the retail client s existing provider or the firm to whom they intend to transfer their rights)",1,0,0,1,COBS_0827
COBS 19.8.5,COBS 19.8.4R,1,"In responding to the request referred to in COBS 19.8.4R , the firm must: (1) calculate the transaction costs incurred in relation to the arrangement or investment to which the",1,0,0,1,COBS_0852
COBS 19.8.21,COBS 19.8.22R,1,"Subject to COBS 19.8.22R , a firm using an anti-dilution mechanism in connection with an arrangement or investment may factor this into the aggr",1,0,0,1,COBS_0870
COBS 19.9.4,COBS 19.9.4R,1,"provide to the retail client expressed as a single sum in pounds sterling; (e) whether the annual income referred to in COBS 19.9.4R(1)(d) is guaranteed for any period of time and, if so, the duration of that period; (f) the frequency of payments that ",1,0,0,1,COBS_0876
COBS 19.9.6,COBS 19.9.4R,1,(1) The requirement to provide the information required by COBS 19.9.4R and the related requirement in COBS 19.9.7R does not apply to a firm : (a) if that firm ( F1 ) is reasonably satisfied ,1,0,0,3,COBS_0878
COBS 19.9.7A,COBS 19.9.7R,1,"An example of where a firm may need to provide a warning of the kind referred to in COBS 19.9.7R(8) is where a retail client ( R ) is seeking an annuity of  5,000 and the lowest purchase price for such an annuity is ",1,0,0,1,COBS_0883
COBS 19.9.8,COBS 19.9.4R,1, client from across all of the pension annuity market. Requirement to provide another firm with information pursuant to COBS 19.9.4R(7) and COBS 19.9.7R,1,0,0,2,COBS_0884
COBS 19.10.1,COBS 19.10.10R,1,"ed a personal recommendation in relation to how to invest the sums or assets in their drawdown fund, in accordance with COBS 19.10.10R(4) ; (5)  pathway investments exempt firm  is a firm which: (a) has elected not to offer pathway investments ; and (b) ",1,0,0,1,COBS_0893
COBS 19.10.8,COBS 19.10.10R,1,"Subject to COBS 19.10.10R , a firm must take the steps in this section when a retail client requests to: (1) designate some, or all, of the sums ",1,0,0,1,COBS_0900
COBS 19.10.10,COBS 19.10.8R,1,"sonable grounds, that the retail client has received a personal recommendation in relation to the action referred to in COBS 19.10.8R(1) or (2) .",1,0,0,2,COBS_0902
COBS 19.10.13,COBS 19.10.8R,1,t of this: (1) including an explanation of what this means in the context of the retail client s request referred to in COBS 19.10.8R ; (2) in a durable medium ; and (3) within a reasonable time before the firm carries out the retail client s request re,1,0,0,2,COBS_0905
COBS 19.10.30,COBS 19.10.8R,1,"Before carrying out the retail client s request referred to in COBS 19.10.8R , the firm must: (1) if the retail client has chosen to remain in their current investments, remind the retail client :",1,0,0,1,COBS_0922
COBS 19.10.30,COBS 19.10.32R,1,"rm ); and (b) to check that their current investment strategy meets their current investment objectives; (2) subject to COBS 19.10.32R , if carrying out the retail client s request referred to in COBS 19.10.8R would result in more than 50% of the retail ",1,0,0,2,COBS_0922
COBS 19.10.47,COBS 19.10.10R,1,"irm determined, on reasonable grounds, that a retail client had received a personal recommendation , in accordance with COBS 19.10.10R(4) (where relevant); (3) the number of retail clients who chose each of the 3 options at step 1 of investment pathways ",1,0,0,1,COBS_0939
COBS 19.10.47,COBS 19.10.30R,1,non- pathway investment offered by the firm ; (13) the number of retail clients who received a cash warning pursuant to COBS 19.10.30R(2)(b) (initial cash warning); (14) the number of retail clients who received a cash warning pursuant to COBS 19.10.34R ,1,0,0,2,COBS_0939
COBS 19.10.47,COBS 19.10.34R,1," COBS 19.10.30R(2)(b) (initial cash warning); (14) the number of retail clients who received a cash warning pursuant to COBS 19.10.34R (ongoing cash warning); (15) in relation to retail clients who received an initial cash warning, the number of clients ",1,0,0,2,COBS_0939
COBS 19.10.47,COBS 19.10.43R,1, of their drawdown fund in cash-like investments ; (17) the number of retail clients who received a warning pursuant to COBS 19.10.43R(1)(b) (initial warning on expiry of fixed-term fixed-income product); and (18) the number of retail clients who receive,1,0,0,3,COBS_0939
COBS 19.11.19,COBS 19.11.18R,1,The information about the relevant pension scheme referred to in COBS 19.11.18R(2) must include: (1) the name of the relevant pension scheme ; (2) a description of the types of benefit provided under,1,0,0,1,COBS_0959
COBS 19.11.20,COBS 19.11.18R,1,The information referred to in COBS 19.11.18R(3) about the administrator of the relevant pension scheme must include: (1) the name of the administrator having regard,1,0,0,1,COBS_0960
COBS 19.11.21,COBS 19.11.18R,1,The information referred to in COBS 19.11.18R(4) about the employment to which the pension saving in the relevant pension scheme relates must (where applicable and t,1,0,0,1,COBS_0961
COBS 19.12.34,COBS 19.12.5R,1,"it has determined on reasonable grounds (including records of the evidence it has relied upon) that, in accordance with COBS 19.12.5R , a retail client is not a non-advised client .",1,0,0,2,COBS_1012
COBS 19.12.35,COBS 14.2.1R,1,nnuity retirement income calculations and payments. Firms may also be required to provide a key features illustration ( COBS 14.2.1R ) or signpost pensions guidance ( COBS 19.4.16R ). Any communication with a client about their pension annuity options ,1,0,0,3,COBS_1013
COBS 20.1.5,COBS 20.1A.5,1,"2016 R For the purposes of calculating any with-profits funds surplus and the rules and guidance in COBS 20 , including COBS 20.1A.5 R , COBS 20.1A.6 R and COBS 20.2.17C R , a firm must include the following non-exhaustive list as  other liabilities : ",1,1,0,5,COBS_1017
COBS 20.2.19A,COBS 20.2.19BR,1,with-profits policyholders is smaller than the  pre-notification to policyholder minimum  calculated in accordance with COBS 20.2.19BR (1) then the firm must: (a) provide the FCA with written details of the proposed distribution at least two months prior,1,0,0,1,COBS_1047
COBS 20.2.19B,COBS 20.2.19A,1,(1) The  pre-notification to policyholder minimum  referred to in COBS 20.2.19A R is as follows: where a is the total amount available for with-profits distribution in the with-profits fund in questi,1,0,0,1,COBS_1048
COBS 20.2.35B,COBS 20.2.35,1, with-profits policyholders being treated no less fairly than if the firm was not a Solvency II firm and was subject to COBS 20.2.35 G and COBS 20.2.36 R .,1,0,0,2,COBS_1075
COBS 20.2.60,COBS 20.2.61,1," for continuing to carry on non-insurance related business. Where a mutual has been granted a waiver in accordance with COBS 20.2.61 G , the agreement of its with-profits policyholders to alternative arrangements for continuing to carry on non-profit i",1,0,0,1,COBS_1104
COBS 20.3.5,COBS 20.2.34A,1,"support the with-profits fund ; and (3) the precise terms and conditions of support asset arrangements, as described in COBS 20.2.34A R .",1,0,0,1,COBS_1108
COBS 20.5.3,COBS 20.1A.2,1,"onsiderations as to whether a part of the with-profits fund constitutes a separate with-profits fund in accordance with COBS 20.1A.2 R (Sub-funds); and (xii) the use and purpose of, and terms under which, support assets are available to the with-profit",1,1,0,4,COBS_1121
COBS 20.5.5,COBS 20.5.3R,1,"A firm must: (1) ensure that its governing body , in the context of its consideration of issues referred to in COBS 20.5.3R (1)(a) to (d) and (2)(b)(i) to (x) : (a) obtains, as relevant, assessments, reports, advice and/or recommendations of t",1,0,0,1,COBS_1123
COBS 20.5.6,COBS 20.5.5R,1,(1) COBS 20.5.5R (2) requires that a firm provides a with-profits committee or advisory arrangement with sufficient resources. A with-pr,1,0,0,1,COBS_1124
COBS 21.3.16,COBS 21.3.16AR,1, whom it is reasonable for the firm to rely) that the investment is appropriate for the policyholder in accordance with COBS 21.3.16AR ; (1) a linked policyholder is not prevented by the nature of any conditional permitted link from exercising any right ,1,0,0,1,COBS_1150
