source,target,relation,method,confidence,doc_id
COBS 4.5.9,COBS 4.2.4G,CITES,rule,0.97,COBS_0148
COBS 4.5.10,COBS 14.3.7AG,CITES,rule,0.97,COBS_0149
COBS 4.5.10,COBS 14.3.7BG,CITES,rule,0.97,COBS_0149
COBS 4.5.11,COBS 4.5.2R,CITES,rule,0.97,COBS_0150
COBS 4.5.11A,COBS 4.5.12R,CITES,rule,0.97,COBS_0151
COBS 4.5.11A,COBS 4.5.15R,CITES,rule,0.97,COBS_0151
COBS 4.5.11B,COBS 4.5.11AR,CITES,rule,0.97,COBS_0152
COBS 4.5.11B,COBS 4.5.12R,CITES,rule,0.97,COBS_0152
COBS 4.5.11B,COBS 4.5.15R,CITES,rule,0.97,COBS_0152
COBS 4.5.12,COBS 4.5.13R,CITES,rule,0.97,COBS_0153
COBS 4.5.13,COBS 4.6.2R,CITES,rule,0.97,COBS_0154
COBS 4.5.14,COBS 4.5.13R,CITES,rule,0.97,COBS_0155
COBS 4.5.15,COBS 4.5.12R,CITES,rule,0.97,COBS_0156
COBS 4.5.15,COBS 4.5.14R,CITES,rule,0.97,COBS_0156
COBS 4.5.17,COBS 4.5,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.1.7AR,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.1,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.3,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.7R,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.16R,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.4,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.5,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.6,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.7,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.8,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.9,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.10,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.11,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.12,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.10R,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.14,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.15,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.14R,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.16,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.17,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.5A.18,CITES,rule,0.97,COBS_0158
COBS 4.5.17,COBS 4.6,CITES,rule,0.97,COBS_0158
COBS 4.6.1,COBS 4.1.1R,CITES,rule,0.97,COBS_0159
COBS 4.6.4,COBS 4.6.2R,CITES,rule,0.97,COBS_0162
COBS 4.6.4,COBS 4.6.4A,CITES,rule,0.97,COBS_0162
COBS 4.6.4A,COBS 4.6.4,CITES,rule,0.97,COBS_0163
COBS 4.6.6,COBS 4.6.2,CITES,rule,0.97,COBS_0166
COBS 4.6.9,COBS 13.4,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 13.5,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 4.7,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 4.7.,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 4.7.1R,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 6.1ZA,CITES,rule,0.97,COBS_0169
COBS 4.6.9,COBS 14.3A,CITES,rule,0.97,COBS_0169
COBS 4.7.1,COBS 6.1.4,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 6.1.6,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 6.1.7,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 6.1.9,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 14.3.2,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 14.3.3,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 14.3.4,CITES,rule,0.97,COBS_0170
COBS 4.7.1,COBS 14.3.5,CITES,rule,0.97,COBS_0170
COBS 4.7.2A,COBS 4.7.1R,CITES,rule,0.97,COBS_0172
COBS 4.7.3,COBS 4.7.1R,CITES,rule,0.97,COBS_0173
COBS 4.7.3,COBS 14.2,CITES,rule,0.97,COBS_0173
COBS 4.7.3,COBS 14.2.5R,CITES,rule,0.97,COBS_0173
COBS 4.8.3,COBS 4.9,CITES,rule,0.97,COBS_0181
COBS 4.9.7,COBS 4.10,CITES,rule,0.97,COBS_0188
COBS 4.10.1A,COBS 4.10.2R,CITES,rule,0.97,COBS_0190
COBS 4.10.2A,COBS 4.12A.15R,CITES,rule,0.97,COBS_0193
COBS 4.10.2A,COBS 4.12B.10R,CITES,rule,0.97,COBS_0193
COBS 4.10.2A,COBS 4.12A.28R,CITES,rule,0.97,COBS_0193
COBS 4.10.2A,COBS 4.10.2R,CITES,rule,0.97,COBS_0193
COBS 4.10.2B,COBS 4.11.6R,CITES,rule,0.97,COBS_0194
COBS 4.10.2B,COBS 4.10.2AR,CITES,rule,0.97,COBS_0194
COBS 4.10.3,COBS 4.12B,CITES,rule,0.97,COBS_0196
COBS 4.10.3,COBS 4.12B.7R,CITES,rule,0.97,COBS_0196
COBS 4.10.3,COBS 4.10.2R,CITES,rule,0.97,COBS_0196
COBS 4.10.3,COBS 4.10.2AR,CITES,rule,0.97,COBS_0196
COBS 4.10.3A,COBS 4.10.2R,CITES,rule,0.97,COBS_0197
COBS 4.10.7A,COBS 4.5.2R,CITES,rule,0.97,COBS_0202
COBS 4.10.9A,COBS 4.10.9AR,CITES,rule,0.97,COBS_0205
COBS 4.10.9B,COBS 4.10.9AR,CITES,rule,0.97,COBS_0206
COBS 4.10.12,COBS 4.10.9AR,CITES,rule,0.97,COBS_0209
COBS 4.10.12,COBS 4.11,CITES,rule,0.97,COBS_0209
COBS 4.11.1,COBS 4.10.9AR,CITES,rule,0.97,COBS_0210
COBS 4.11.1,COBS 4.11.4R,CITES,rule,0.97,COBS_0210
COBS 4.11.4,COBS 4.12B,CITES,rule,0.97,COBS_0213
COBS 4.11.4,COBS 4.12B.4R,CITES,rule,0.97,COBS_0213
COBS 4.11.5,COBS 4.12A.15R,CITES,rule,0.97,COBS_0214
COBS 4.11.5,COBS 4.12A.21R,CITES,rule,0.97,COBS_0214
COBS 4.11.5,COBS 4.12A.28R,CITES,rule,0.97,COBS_0214
COBS 4.11.6,COBS 4.12A.15R,CITES,rule,0.97,COBS_0215
COBS 4.11.6,COBS 4.11.5R,CITES,rule,0.97,COBS_0215
COBS 4.11.8,COBS 4.12A.44R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.13R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.11A,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.11A.1,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.11A.2,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.11A.3,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.1,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.7R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.2,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.4,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.5,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.15R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.6,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.7,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.8,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.9,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.9A,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.8G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.9G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.9B,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.10,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.11R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.11,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.10R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.36R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.38R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.40R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.42R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.12,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.13,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.14,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.35G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 18.12.24R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 18.12.28R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.18R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.15,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.17R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.20R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.21R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.28R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.16,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.22R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.17,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.18,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.19,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.20,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.21,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.22,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.23,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.24,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.25,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.26,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.27,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.28,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.30R,AMENDS,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.32R,AMENDS,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.29,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.30,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.31,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.32,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.33,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.32R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 10.3,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 10A.3,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 10.4,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 10A.4,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.34,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 10.2.2R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.35,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.31R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.36,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.37,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.38,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.39,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.40,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.41,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.42,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.43,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.44,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.46R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.45,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.46,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12A.47,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.1,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.2,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.1R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.4,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.5,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.7R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.14R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.30R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.31G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.17R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.32R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.33R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.35R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.4R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.6R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.15R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.20R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.21R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.24R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.26R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.43G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.6,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.7,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.38R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.9G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.39R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.40R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.8,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.9,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.10,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.10R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.11,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.12,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.13,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.13A,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.14,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.28R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.15,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.16,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.17,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.18,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.19,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.19A,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.18G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.19G,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.19B,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.20,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.21,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.22,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.23,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.24,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.25,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.26,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.27,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.28,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.29,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.30,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.31,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.32,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.33,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.34,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.35,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.36,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.37,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.38,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.39,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.40,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.41,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.42,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.43,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.44,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.45,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.46,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.47,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.48,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.49,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.50,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.52R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.54R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.51R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.51,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.50R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.52,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.53,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.54,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.53R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.55,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.56,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.55R,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.12B.,CITES,rule,0.97,COBS_0217
COBS 4.11.8,COBS 4.13,CITES,rule,0.97,COBS_0217
COBS 4.13.3,COBS 4.15,CITES,rule,0.97,COBS_0220
COBS 4.15.2,COBS 4.15.3R,CITES,rule,0.97,COBS_0222
COBS 4.15.3,COBS 4.15.2R,CITES,rule,0.97,COBS_0223
COBS 4.15.4,COBS 4.15.3R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12A.11R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12A.20R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12B.14R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12B.21R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12A.22R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12B.38R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12B.39R,CITES,rule,0.97,COBS_0224
COBS 4.15.4,COBS 4.12B.40R,CITES,rule,0.97,COBS_0224
COBS 5.1.5,COBS 5.1.1,CITES,rule,0.97,COBS_0229
COBS 5.1.5,COBS 5.1.4,CITES,rule,0.97,COBS_0229
COBS 5.1.9,COBS 5.1.1,CITES,rule,0.97,COBS_0233
COBS 5.1.9,COBS 5.1.4,CITES,rule,0.97,COBS_0233
COBS 5.1.17,COBS 5.2,CITES,rule,0.97,COBS_0243
COBS 5.2.9,COBS 5.2.6,CITES,rule,0.97,COBS_0252
COBS 5.2.9,COBS 5.1.1,CITES,rule,0.97,COBS_0252
COBS 5.2.9,COBS 5.1.12,CITES,rule,0.97,COBS_0252
COBS 6.1.11,COBS 5.1.12,CITES,rule,0.97,COBS_0263
